999,0.11200000000000009,0.11900000000000009,0.11000000000000008,0.09900000000000007,0.11400000000000009,0.10200000000000008,0.10500000000000008,0.11800000000000009,0.12000000000000009
1999,0.11300000000000009,0.12500000000000008,0.1230000000000001,0.09000000000000007,0.11200000000000009,0.1230000000000001,0.1240000000000001,0.08600000000000006,0.10400000000000008
2999,0.1210000000000001,0.11600000000000009,0.1430000000000001,0.09800000000000007,0.10900000000000008,0.11700000000000009,0.09800000000000007,0.11400000000000009,0.08400000000000006
3999,0.10400000000000008,0.10600000000000008,0.1530000000000001,0.10600000000000008,0.09500000000000007,0.11000000000000008,0.10900000000000008,0.11100000000000008,0.10600000000000008
4999,0.10700000000000008,0.11000000000000008,0.1400000000000001,0.11800000000000009,0.10500000000000008,0.10100000000000008,0.10100000000000008,0.11300000000000009,0.10500000000000008
5999,0.08600000000000006,0.10200000000000008,0.16600000000000012,0.10700000000000008,0.10100000000000008,0.10400000000000008,0.11800000000000009,0.1220000000000001,0.09400000000000007
6999,0.1240000000000001,0.08900000000000007,0.17100000000000012,0.10600000000000008,0.09800000000000007,0.10200000000000008,0.10900000000000008,0.10600000000000008,0.09500000000000007
7999,0.10200000000000008,0.10800000000000008,0.19200000000000014,0.09700000000000007,0.09800000000000007,0.1210000000000001,0.09300000000000007,0.10600000000000008,0.08300000000000006
8999,0.08700000000000006,0.10700000000000008,0.20200000000000015,0.11200000000000009,0.09500000000000007,0.09700000000000007,0.10400000000000008,0.08900000000000007,0.10700000000000008
9999,0.06600000000000004,0.10900000000000008,0.19300000000000014,0.10700000000000008,0.10000000000000007,0.09200000000000007,0.09500000000000007,0.11700000000000009,0.1210000000000001
10999,0.1480000000000001,0.10200000000000008,0.11700000000000009,0.09900000000000007,0.10900000000000008,0.11900000000000009,0.09400000000000007,0.09500000000000007,0.11700000000000009
11999,0.16600000000000012,0.09700000000000007,0.12000000000000009,0.08500000000000006,0.11000000000000008,0.1210000000000001,0.10500000000000008,0.10300000000000008,0.09300000000000007
12999,0.16300000000000012,0.09300000000000007,0.11500000000000009,0.11700000000000009,0.11500000000000009,0.10800000000000008,0.09300000000000007,0.10600000000000008,0.09000000000000007
